"","Depthm","T_degC","Salnty","O2ml_L","Year"
"7043",16,16.48,33.1245,5.668,"2016"
"7044",20,16.479,33.1257,5.687,"2016"
"7045",22,16.479,33.1257,5.697,"2016"
"7046",30,16.421,33.1471,5.692,"2016"
"7047",31,16.303,33.1402,5.691,"2016"
"7048",40,16.042,33.1661,5.742,"2016"
"7049",50,14.258,33.0465,5.878,"2016"
"7050",51,14.188,33.062,5.892,"2016"
"7051",52,13.575,33.0672,NA,"2016"
"7052",65,11.614,33.0794,5.13,"2016"
"7053",74,11.083,33.2459,4.564,"2016"
"7054",75,11.009,33.2541,4.563,"2016"
"7055",82,10.659,33.3238,4.27,"2016"
"7056",92,10.189,33.3898,4.012,"2016"
"7057",100,9.777,33.4847,3.769,"2016"
"7058",101,9.884,33.4779,3.843,"2016"
"7059",120,9.217,33.5899,3.597,"2016"
"7060",125,9.076,33.6579,3.412,"2016"
"7061",140,8.917,33.751,3.163,"2016"
"7062",150,8.825,33.7927,3.019,"2016"
"7063",171,8.55,33.8993,2.778,"2016"
"7064",200,7.977,33.9835,2.413,"2016"
"7065",230,7.621,34.0162,2.144,"2016"
"7066",250,7.203,34.0061,2.196,"2016"
"7067",270,6.892,34.0004,2.09,"2016"
"7068",300,6.58,34.0211,1.712,"2016"
"7069",322,6.43,34.0507,1.376,"2016"
"7070",380,6.167,34.1287,0.772,"2016"
"7071",400,5.942,34.1359,0.684,"2016"
"7072",440,5.885,34.1804,0.507,"2016"
"7073",500,5.585,34.2096,0.357,"2016"
"7074",516,5.506,34.2383,0.317,"2016"
"7075",0,16.779,32.8196,5.657,"2016"
"7076",3,16.779,32.8196,5.657,"2016"
"7077",10,16.796,32.8284,5.629,"2016"
"7078",20,16.796,32.8348,5.641,"2016"
"7079",26,16.743,32.8535,5.657,"2016"
"7080",30,16.721,32.8779,5.667,"2016"
"7081",41,16.696,32.8972,5.682,"2016"
"7082",50,16.606,32.9209,5.717,"2016"
"7083",63,14.899,33.0459,5.992,"2016"
"7084",74,13.433,33.089,5.784,"2016"
"7085",75,13.158,33.073,5.764,"2016"
"7086",87,12.05,33.0426,5.611,"2016"
"7087",100,11.195,33.1619,5.081,"2016"
"7088",111,10.641,33.2899,4.706,"2016"
"7089",125,10.016,33.4278,4.191,"2016"
"7090",140,9.453,33.5487,3.69,"2016"
"7091",150,9.274,33.6476,3.404,"2016"
"7092",170,8.9,33.7878,3.144,"2016"
"7093",200,8.356,33.9038,2.791,"2016"
"7094",229,7.891,33.9921,2.365,"2016"
"7095",250,7.594,34.0097,2.207,"2016"
"7096",270,7.318,34.02,1.986,"2016"
"7097",300,7.05,34.043,1.672,"2016"
"7098",320,6.843,34.0576,1.454,"2016"
"7099",380,6.252,34.1069,0.899,"2016"
"7100",400,6.188,34.1184,0.835,"2016"
"7101",440,5.77,34.1312,0.694,"2016"
"7102",500,5.197,34.1428,0.594,"2016"
"7103",518,5.129,34.1579,0.513,"2016"
"7104",0,17.513,32.811,5.521,"2016"
"7105",3,17.513,32.811,5.521,"2016"
"7106",10,17.514,32.8025,5.524,"2016"
"7107",11,17.516,32.805,5.519,"2016"
"7108",20,17.513,32.8056,5.519,"2016"
"7109",26,17.464,32.8175,5.526,"2016"
"7110",30,17.456,32.8225,5.536,"2016"
"7111",40,17.188,32.8516,5.586,"2016"
"7112",50,16.695,32.9704,5.789,"2016"
"7113",61,17.087,33.6995,5.724,"2016"
"7114",75,15.083,33.5677,5.669,"2016"
"7115",76,14.941,33.5795,5.733,"2016"
"7116",88,13.113,33.2177,5.581,"2016"
"7117",100,13.278,33.4678,5.388,"2016"
"7118",113,12.381,33.4279,5.267,"2016"
"7119",125,11.208,33.4459,5.095,"2016"
"7120",140,10.516,33.5561,4.852,"2016"
"7121",150,10.184,33.5647,4.835,"2016"
"7122",171,9.574,33.7366,4.411,"2016"
"7123",200,8.804,33.8779,3.763,"2016"
"7124",201,8.817,33.8581,3.718,"2016"
"7125",229,8.334,33.9469,3.019,"2016"
"7126",250,8.057,33.9767,2.858,"2016"
"7127",270,7.764,33.9896,2.689,"2016"
"7128",300,7.367,34.009,2.245,"2016"
"7129",321,7.201,34.0566,1.753,"2016"
"7130",380,6.467,34.0658,1.26,"2016"
"7131",400,6.325,34.0834,1.095,"2016"
"7132",441,5.974,34.1156,0.806,"2016"
"7133",500,5.723,34.2039,0.476,"2016"
"7134",516,5.584,34.1977,0.433,"2016"
"7135",0,18.647,33.2522,5.383,"2016"
"7136",2,18.647,33.2522,5.383,"2016"
"7137",10,18.634,33.2528,5.396,"2016"
"7138",20,18.622,33.2519,5.369,"2016"
"7139",25,18.598,33.2541,5.393,"2016"
"7140",30,18.599,33.2538,5.377,"2016"
"7141",40,18.601,33.2588,5.424,"2016"
"7142",50,18.348,33.2748,5.499,"2016"
"7143",61,17.768,33.5279,5.714,"2016"
"7144",75,16.387,33.5068,5.803,"2016"
"7145",87,15.049,33.5023,5.77,"2016"
"7146",100,14.814,33.5065,5.649,"2016"
"7147",112,13.698,33.4701,5.493,"2016"
"7148",125,12.845,33.4582,5.383,"2016"
"7149",141,12.22,33.4729,5.253,"2016"
"7150",150,11.414,33.4853,5.109,"2016"
"7151",171,9.746,33.5569,4.411,"2016"
"7152",200,9.205,33.78,3.97,"2016"
"7153",230,8.547,33.9148,3.087,"2016"
"7154",250,8.28,33.9731,2.829,"2016"
"7155",270,8.113,33.9896,2.644,"2016"
"7156",300,7.732,34.025,2.21,"2016"
"7157",320,7.442,34.0433,1.873,"2016"
"7158",380,6.819,34.066,1.383,"2016"
"7159",400,6.647,34.0841,1.203,"2016"
"7160",440,6.34,34.1285,0.801,"2016"
"7161",500,6.157,34.2074,0.506,"2016"
"7162",516,6,34.2081,0.45,"2016"
"7163",0,14.94,33.3735,5.386,"2016"
"7164",2,14.94,33.3735,5.386,"2016"
"7165",5,14.682,33.3731,5.395,"2016"
"7166",10,14.333,33.3751,5.407,"2016"
"7167",10,14.333,33.3751,NA,"2016"
"7168",16,14.289,33.3753,5.374,"2016"
"7169",0,15.122,33.3685,5.406,"2016"
"7170",2,15.122,33.3685,5.406,"2016"
"7171",5,15.131,33.3744,5.442,"2016"
"7172",10,14.753,33.3598,5.238,"2016"
"7173",9,14.753,33.36,NA,"2016"
"7174",20,13.038,33.3473,4.492,"2016"
"7175",30,12.822,33.3401,4.371,"2016"
"7176",40,12.123,33.3526,4.101,"2016"
"7177",50,12.029,33.3563,4.101,"2016"
"7178",61,11.852,33.3866,3.983,"2016"
"7179",0,15.032,33.4011,5.509,"2016"
"7180",2,15.032,33.4011,5.509,"2016"
"7181",10,15.04,33.4005,5.488,"2016"
"7182",10,15.04,33.4005,NA,"2016"
"7183",20,14.446,33.3916,5.104,"2016"
"7184",21,13.826,33.3966,5.25,"2016"
"7185",30,12.217,33.4254,3.94,"2016"
"7186",40,11.749,33.4658,3.709,"2016"
"7187",50,10.803,33.5231,3.506,"2016"
"7188",60,10.458,33.6012,3.157,"2016"
"7189",70,10.294,33.6437,3.04,"2016"
"7190",75,10.276,33.6554,3.02,"2016"
"7191",85,10.139,33.698,2.846,"2016"
"7192",100,10.044,33.725,2.782,"2016"
"7193",120,9.835,33.7966,2.597,"2016"
"7194",125,9.827,33.8356,2.488,"2016"
"7195",139,9.7,33.8739,2.363,"2016"
"7196",150,9.648,33.8972,2.296,"2016"
"7197",170,9.569,33.9317,2.198,"2016"
"7198",200,9.315,33.9804,1.971,"2016"
"7199",230,9.01,34.068,1.621,"2016"
"7200",250,8.777,34.1205,1.363,"2016"
"7201",270,8.537,34.1407,1.208,"2016"
"7202",300,8.071,34.1579,1.24,"2016"
"7203",320,7.821,34.1793,1.05,"2016"
"7204",381,7.217,34.2026,0.641,"2016"
"7205",400,7.085,34.2118,0.567,"2016"
"7206",440,6.778,34.2302,0.456,"2016"
"7207",500,6.434,34.2557,0.439,"2016"
"7208",516,6.394,34.2567,0.41,"2016"
"7209",0,14.916,33.3973,5.569,"2016"
"7210",3,14.916,33.3973,5.569,"2016"
"7211",9,14.914,33.3981,5.568,"2016"
"7212",10,14.912,33.3963,5.544,"2016"
"7213",11,14.91,33.3967,NA,"2016"
"7214",12,14.915,33.3975,5.563,"2016"
"7215",11,14.915,33.3977,NA,"2016"
"7216",20,14.899,33.3966,5.524,"2016"
"7217",22,14.85,33.3985,5.53,"2016"
"7218",30,13.04,33.3892,4.516,"2016"
"7219",31,14.163,33.3972,4.7,"2016"
"7220",40,12.124,33.4124,4.046,"2016"
"7221",45,11.891,33.4134,4,"2016"
"7222",50,11.608,33.4314,3.904,"2016"
"7223",52,11.495,33.4302,3.916,"2016"
"7224",60,10.733,33.4484,3.727,"2016"
"7225",70,10.402,33.5257,3.516,"2016"
"7226",75,10.004,33.5719,3.398,"2016"
"7227",86,9.728,33.618,3.273,"2016"
"7228",100,9.742,33.6821,3.047,"2016"
"7229",120,9.641,33.7396,2.89,"2016"
"7230",125,9.469,33.7862,2.775,"2016"
"7231",141,9.342,33.8222,2.648,"2016"
"7232",150,9.261,33.8535,2.587,"2016"
"7233",170,9.067,33.951,2.279,"2016"
"7234",200,8.64,34.0428,1.911,"2016"
"7235",230,8.415,34.0963,1.62,"2016"
"7236",250,8.356,34.1167,1.508,"2016"
"7237",270,7.795,34.1048,1.55,"2016"
"7238",300,7.575,34.12,1.342,"2016"
"7239",320,7.516,34.1569,1.1,"2016"
"7240",380,7.23,34.2131,0.751,"2016"
"7241",400,6.985,34.2248,0.643,"2016"
"7242",440,6.711,34.2502,0.473,"2016"
"7243",500,6.231,34.2849,0.353,"2016"
"7244",516,6.142,34.2928,0.325,"2016"
"7245",0,16.182,33.4021,5.691,"2016"
"7246",2,16.182,33.4021,5.691,"2016"
"7247",10,16.175,33.4011,5.665,"2016"
"7248",9,16.175,33.4013,NA,"2016"
"7249",20,16.137,33.4055,5.612,"2016"
"7250",20,16.137,33.4006,NA,"2016"
"7251",30,16.106,33.3994,5.609,"2016"
"7252",40,16.014,33.3633,5.488,"2016"
"7253",50,13.749,33.2505,5.153,"2016"
"7254",60,12.334,33.2349,4.66,"2016"
"7255",70,11.785,33.2983,4.399,"2016"
"7256",75,11.397,33.3497,4.129,"2016"
"7257",84,11.072,33.3887,4.003,"2016"
"7258",100,10.445,33.4251,3.937,"2016"
"7259",120,9.658,33.588,3.428,"2016"
"7260",125,9.519,33.6401,3.432,"2016"
"7261",140,9.344,33.7538,3.009,"2016"
"7262",150,9.155,33.8095,2.816,"2016"
"7263",170,8.836,33.9113,2.619,"2016"
"7264",200,8.52,34.0028,2.213,"2016"
"7265",230,8.017,34.0821,1.725,"2016"
"7266",250,7.78,34.0801,1.624,"2016"
"7267",270,7.487,34.0813,1.498,"2016"
"7268",300,7.279,34.1171,1.237,"2016"
"7269",320,7.194,34.1564,0.949,"2016"
"7270",379,6.797,34.2079,0.631,"2016"
"7271",400,6.518,34.2005,0.606,"2016"
"7272",439,5.932,34.1648,0.587,"2016"
"7273",500,5.621,34.2151,0.415,"2016"
"7274",516,5.515,34.2197,0.36,"2016"
"7275",0,16.411,33.2259,5.693,"2016"
"7276",2,16.411,33.2259,5.693,"2016"
"7277",10,16.378,33.2209,5.705,"2016"
"7278",10,16.378,33.2169,NA,"2016"
"7279",20,16.34,33.2213,5.696,"2016"
"7280",20,16.34,33.2242,NA,"2016"
"7281",30,16.345,33.255,5.679,"2016"
"7282",40,16.259,33.2574,5.666,"2016"
"7283",50,14.54,33.1092,5.784,"2016"
"7284",60,13.251,33.0365,5.629,"2016"
"7285",71,12.513,33.0579,5.401,"2016"
"7286",75,12.297,33.0775,5.275,"2016"
"7287",86,11.484,33.1589,4.903,"2016"
"7288",100,10.802,33.2725,4.445,"2016"
"7289",101,10.541,33.2832,4.413,"2016"
"7290",120,9.712,33.5119,3.725,"2016"
"7291",125,9.486,33.5731,3.651,"2016"
"7292",140,9.205,33.6401,3.42,"2016"
"7293",150,8.987,33.7198,3.347,"2016"
"7294",170,8.578,33.8445,2.968,"2016"
"7295",200,8.227,33.9633,2.635,"2016"
"7296",230,7.757,33.9988,2.27,"2016"
"7297",250,7.58,34.0239,2.084,"2016"
"7298",271,7.354,34.0325,1.856,"2016"
"7299",300,6.916,34.0163,1.853,"2016"
"7300",320,6.71,34.0223,1.804,"2016"
"7301",381,6.093,34.0685,1.14,"2016"
"7302",400,5.908,34.0733,1.081,"2016"
"7303",440,5.831,34.15,0.628,"2016"
"7304",500,5.588,34.2164,0.4,"2016"
"7305",516,5.444,34.2167,0.375,"2016"
"7306",0,17.046,33.0509,5.607,"2016"
"7307",3,17.046,33.0509,5.607,"2016"
"7308",10,17.043,33.0513,5.599,"2016"
"7309",20,17.043,33.051,5.595,"2016"
"7310",25,17.041,33.0538,5.601,"2016"
"7311",30,17.015,33.06,5.6,"2016"
"7312",40,16.971,33.0724,5.621,"2016"
"7313",50,16.668,33.0888,5.746,"2016"
"7314",63,14.297,33.1159,5.875,"2016"
"7315",75,13.042,33.0895,5.698,"2016"
"7316",76,12.827,33.0822,5.707,"2016"
"7317",87,12.494,33.2029,5.393,"2016"
"7318",100,11.178,33.1756,4.97,"2016"
"7319",112,10.383,33.2974,4.523,"2016"
"7320",125,9.7,33.4255,4.16,"2016"
"7321",140,9.331,33.5958,3.899,"2016"
"7322",150,9.164,33.6698,3.71,"2016"
"7323",171,8.901,33.789,3.461,"2016"
"7324",200,8.431,33.9294,2.958,"2016"
"7325",201,8.455,33.9066,2.941,"2016"
"7326",230,8.034,33.9916,2.487,"2016"
"7327",250,7.763,34.0224,2.226,"2016"
"7328",270,7.414,34.0355,1.973,"2016"
"7329",300,6.972,34.0378,1.72,"2016"
"7330",321,6.714,34.0512,1.526,"2016"
"7331",380,6.414,34.118,0.932,"2016"
"7332",400,6.238,34.1392,0.764,"2016"
"7333",440,6.259,34.1923,0.542,"2016"
"7334",500,6.046,34.272,0.345,"2016"
"7335",517,6.008,34.2852,0.305,"2016"
"7336",0,17.698,33.0107,5.511,"2016"
"7337",3,17.698,33.0107,5.511,"2016"
"7338",10,17.701,33.009,5.513,"2016"
"7339",10,17.701,33.0097,NA,"2016"
"7340",18,17.706,33.0096,5.5,"2016"
"7341",20,17.706,33.0093,5.481,"2016"
"7342",25,17.697,33.01,5.537,"2016"
"7343",30,17.54,33.0035,5.529,"2016"
"7344",35,17.385,33.0088,5.555,"2016"
"7345",45,17.169,33.0234,5.602,"2016"
"7346",50,17.057,33.042,5.63,"2016"
"7347",58,15.634,33.086,6.011,"2016"
"7348",70,14.065,33.0975,NA,"2016"
"7349",71,13.899,33.0977,5.905,"2016"
"7350",75,13.765,33.1119,5.773,"2016"
"7351",83,13.454,33.1079,5.75,"2016"
"7352",94,12.917,33.0605,5.621,"2016"
"7353",100,12.351,33.098,5.365,"2016"
"7354",103,12.303,33.0962,5.316,"2016"
"7355",110,12.281,33.1697,5.265,"2016"
"7356",125,11.176,33.2605,4.966,"2016"
"7357",141,10.16,33.3512,4.481,"2016"
"7358",150,9.76,33.4661,4.165,"2016"
"7359",170,9.284,33.6046,3.745,"2016"
"7360",200,8.789,33.8258,3.224,"2016"
"7361",230,8.3,33.9461,2.707,"2016"
"7362",250,8.033,33.9871,2.545,"2016"
"7363",270,7.584,34.0113,2.305,"2016"
"7364",300,7.13,34.039,1.776,"2016"
"7365",320,7.182,34.073,1.457,"2016"
"7366",381,6.807,34.1718,0.782,"2016"
"7367",400,6.702,34.1765,0.708,"2016"
"7368",441,6.437,34.2047,0.546,"2016"
"7369",500,6.039,34.2393,0.404,"2016"
"7370",517,5.972,34.2573,0.344,"2016"
"7371",0,17.038,33.3956,5.814,"2016"
"7372",2,17.038,33.3956,5.814,"2016"
"7373",5,17.021,33.395,5.775,"2016"
"7374",10,16.942,33.3894,5.826,"2016"
"7375",16,16.892,33.3911,5.827,"2016"
"7376",0,17.515,33.4245,5.635,"2016"
"7377",2,17.515,33.4245,5.635,"2016"
"7378",10,17.483,33.4208,5.634,"2016"
"7379",20,16.269,33.3628,5.438,"2016"
"7380",30,13.363,33.2818,4.714,"2016"
"7381",40,12.593,33.3059,4.329,"2016"
"7382",50,11.908,33.3621,4.06,"2016"
"7383",60,11.189,33.4353,3.727,"2016"
"7384",70,10.923,33.4793,3.68,"2016"
"7385",75,10.842,33.4815,3.672,"2016"
"7386",85,10.696,33.5012,3.534,"2016"
"7387",100,10.462,33.5549,3.429,"2016"
"7388",120,10.148,33.6665,3.002,"2016"
"7389",125,10.133,33.6954,2.959,"2016"
"7390",140,9.949,33.8048,2.637,"2016"
"7391",150,9.781,33.8494,2.602,"2016"
"7392",170,9.564,33.9214,2.302,"2016"
"7393",200,9.192,34.0352,1.932,"2016"
"7394",230,8.916,34.1071,1.499,"2016"
"7395",250,8.748,34.1392,1.189,"2016"
"7396",270,8.422,34.1588,0.998,"2016"
"7397",300,8.084,34.1781,0.849,"2016"
"7398",320,7.937,34.1898,0.695,"2016"
"7399",380,7.256,34.22,0.362,"2016"
"7400",400,7.113,34.2318,0.302,"2016"
"7401",440,6.764,34.2441,0.126,"2016"
"7402",480,6.612,34.2478,0.011,"2016"
"7403",500,6.579,34.2507,0.006,"2016"
"7404",515,6.548,34.2604,0.002,"2016"
"7405",539,6.528,34.2506,0.014,"2016"
"7406",560,6.53,34.2494,0.013,"2016"
"7407",565,6.531,34.2537,0.01,"2016"
"7408",0,16.913,33.3949,5.854,"2016"
"7409",2,16.913,33.3949,5.854,"2016"
"7410",5,16.774,33.3848,5.831,"2016"
"7411",10,16.677,33.3842,5.836,"2016"
"7412",10,16.677,33.3795,NA,"2016"
"7413",17,16.199,33.3604,5.649,"2016"
"7414",0,17.066,33.3943,5.786,"2016"
"7415",2,17.066,33.3943,5.786,"2016"
"7416",5,16.946,33.3912,5.771,"2016"
"7417",10,16.729,33.3849,5.643,"2016"
"7418",9,16.729,33.3818,NA,"2016"
"7419",20,16.29,33.3607,5.459,"2016"
"7420",30,15.095,33.3121,5.252,"2016"
"7421",0,17.093,33.4151,5.613,"2016"
"7422",2,17.093,33.4151,5.613,"2016"
"7423",10,17.046,33.4086,5.577,"2016"
"7424",12,17.034,33.4123,5.577,"2016"
"7425",11,17.034,33.4174,NA,"2016"
"7426",12,17.034,33.4178,NA,"2016"
"7427",16,16.99,33.4108,5.571,"2016"
"7428",20,16.975,33.4097,5.563,"2016"
"7429",23,16.969,33.41,5.57,"2016"
"7430",30,16.955,33.4104,5.546,"2016"
"7431",39,16.805,33.4051,5.497,"2016"
"7432",47,15.345,33.378,5.296,"2016"
"7433",50,14.364,33.333,5.06,"2016"
"7434",55,13.623,33.3409,4.717,"2016"
"7435",63,12.29,33.3148,4.471,"2016"
"7436",74,11.246,33.4083,3.927,"2016"
"7437",75,11.138,33.4307,3.93,"2016"
"7438",84,10.387,33.5548,3.484,"2016"
"7439",95,10.113,33.6731,3.081,"2016"
"7440",0,14.442,33.4196,5.075,"2016"
"7441",2,14.442,33.4196,5.075,"2016"
"7442",10,14.451,33.4188,5.063,"2016"
"7443",10,14.451,33.4251,NA,"2016"
"7444",20,13.738,33.403,4.872,"2016"
"7445",21,13.595,33.4048,4.851,"2016"
"7446",30,11.952,33.3863,4.15,"2016"
"7447",31,11.953,33.3894,4.138,"2016"
"7448",40,11.415,33.4328,3.87,"2016"
"7449",50,10.991,33.4748,3.698,"2016"
"7450",60,10.497,33.5913,3.319,"2016"
"7451",70,10.115,33.6955,2.971,"2016"
"7452",75,9.995,33.7339,2.896,"2016"
"7453",85,9.777,33.8011,2.661,"2016"
"7454",92,9.684,33.8322,2.567,"2016"
"7455",0,16.237,33.4054,5.512,"2016"
"7456",4,16.237,33.4054,5.512,"2016"
"7457",10,16.242,33.4054,5.551,"2016"
"7458",10,16.247,33.4054,NA,"2016"
"7459",20,16.187,33.407,5.497,"2016"
"7460",30,15.586,33.4,5.463,"2016"
"7461",41,13.875,33.3502,4.87,"2016"
"7462",50,12.398,33.3645,4.283,"2016"
"7463",51,12.289,33.3586,4.301,"2016"
"7464",60,11.841,33.3627,4.18,"2016"
"7465",70,11.124,33.336,4.226,"2016"
"7466",75,10.544,33.4305,3.889,"2016"
"7467",85,10.128,33.5149,3.622,"2016"
"7468",100,9.77,33.6246,3.285,"2016"
"7469",120,9.352,33.7798,2.909,"2016"
"7470",125,9.314,33.7982,2.809,"2016"
"7471",141,8.919,33.8922,2.504,"2016"
"7472",150,8.813,33.9509,2.385,"2016"
"7473",171,8.587,34.0079,2.191,"2016"
"7474",200,8.397,34.0798,1.788,"2016"
"7475",201,8.4,34.0739,1.812,"2016"
"7476",230,8.209,34.117,1.549,"2016"
"7477",250,8.061,34.1376,1.384,"2016"
"7478",270,7.892,34.1594,1.198,"2016"
"7479",300,7.773,34.2085,0.925,"2016"
"7480",322,7.579,34.2211,0.82,"2016"
"7481",381,7.252,34.2319,0.675,"2016"
"7482",400,7.137,34.2378,0.645,"2016"
"7483",441,6.751,34.2627,0.485,"2016"
"7484",500,6.55,34.2784,0.429,"2016"
"7485",518,6.384,34.2868,0.365,"2016"
"7486",0,16.11,33.4138,5.715,"2016"
"7487",3,16.11,33.4138,5.715,"2016"
"7488",10,16.11,33.4117,5.653,"2016"
"7489",11,16.096,33.4144,NA,"2016"
"7490",12,16.101,33.4119,5.648,"2016"
"7491",20,16.107,33.4115,5.642,"2016"
"7492",21,16.115,33.4154,5.642,"2016"
"7493",30,16.095,33.4105,5.623,"2016"
"7494",31,16.075,33.4123,5.631,"2016"
"7495",41,13.571,33.3973,5.096,"2016"
"7496",50,12.889,33.3829,4.318,"2016"
"7497",51,12.779,33.3858,4.325,"2016"
"7498",61,11.734,33.3907,4.153,"2016"
"7499",71,10.899,33.4399,3.822,"2016"
"7500",75,10.583,33.5015,3.753,"2016"
"7501",86,10.12,33.5695,3.396,"2016"
"7502",100,9.73,33.6552,3.187,"2016"
"7503",101,9.713,33.659,3.129,"2016"
"7504",121,9.385,33.791,2.777,"2016"
"7505",125,9.359,33.8033,2.733,"2016"
"7506",141,9.237,33.8521,2.563,"2016"
"7507",150,9.159,33.899,2.441,"2016"
"7508",171,9.014,33.9331,2.373,"2016"
"7509",200,8.825,34.056,1.884,"2016"
"7510",202,8.817,34.0628,1.853,"2016"
"7511",231,8.543,34.1262,1.533,"2016"
"7512",250,8.466,34.1476,1.408,"2016"
"7513",271,8.174,34.1647,1.231,"2016"
"7514",300,8.02,34.1978,1.038,"2016"
"7515",321,7.756,34.2039,0.908,"2016"
"7516",382,6.981,34.2411,0.586,"2016"
"7517",400,6.775,34.2541,0.517,"2016"
"7518",442,6.383,34.2811,0.377,"2016"
"7519",500,6.015,34.313,0.307,"2016"
"7520",520,5.862,34.3221,0.267,"2016"
"7521",0,16.705,33.4112,5.606,"2016"
"7522",3,16.705,33.4112,5.606,"2016"
"7523",10,16.701,33.41,5.59,"2016"
"7524",12,16.708,33.4126,NA,"2016"
"7525",13,16.712,33.4109,5.609,"2016"
"7526",17,16.698,33.4136,5.608,"2016"
"7527",20,16.69,33.4105,5.558,"2016"
"7528",24,15.497,33.4072,5.572,"2016"
"7529",30,14.236,33.3781,4.76,"2016"
"7530",38,12.095,33.3215,4.364,"2016"
"7531",38,12.095,33.3243,NA,"2016"
"7532",46,11.491,33.3801,4.054,"2016"
"7533",50,11.333,33.4377,3.828,"2016"
"7534",56,10.937,33.499,3.558,"2016"
"7535",63,10.661,33.5317,3.465,"2016"
"7536",75,10.237,33.573,3.329,"2016"
"7537",86,9.907,33.6297,3.183,"2016"
"7538",100,9.601,33.7019,3.008,"2016"
"7539",101,9.477,33.713,2.984,"2016"
"7540",121,9.167,33.8288,2.765,"2016"
"7541",125,9.151,33.84,2.744,"2016"
"7542",141,8.983,33.8912,2.619,"2016"
"7543",150,8.926,33.9189,2.515,"2016"
"7544",169,8.544,33.995,2.327,"2016"
"7545",200,8.164,34.0778,1.759,"2016"
"7546",201,8.158,34.0887,1.675,"2016"
"7547",230,7.933,34.1075,1.521,"2016"
"7548",250,7.839,34.1317,1.33,"2016"
"7549",271,7.795,34.1561,1.21,"2016"
"7550",300,7.548,34.2174,0.87,"2016"
"7551",320,7.404,34.2209,0.776,"2016"
"7552",381,6.928,34.247,0.549,"2016"
"7553",400,6.814,34.2523,0.528,"2016"
"7554",440,6.52,34.2588,0.443,"2016"
"7555",500,6.161,34.3028,0.331,"2016"
"7556",516,6.053,34.3096,0.292,"2016"
"7557",0,17.883,33.2284,5.486,"2016"
"7558",2,17.883,33.2284,5.486,"2016"
"7559",10,17.885,33.2219,5.491,"2016"
"7560",10,17.885,33.2223,NA,"2016"
"7561",11,17.886,33.2229,5.49,"2016"
"7562",20,17.886,33.2265,5.507,"2016"
"7563",30,17.666,33.2399,5.515,"2016"
"7564",40,16.757,33.3342,5.745,"2016"
"7565",50,15.364,33.2755,5.701,"2016"
"7566",60,14.155,33.2542,5.097,"2016"
"7567",70,12.531,33.2277,4.72,"2016"
"7568",75,12.26,33.2254,4.698,"2016"
"7569",86,11.293,33.3553,4.118,"2016"
"7570",100,9.924,33.5264,3.574,"2016"
"7571",120,9.213,33.6709,3.428,"2016"
"7572",125,9.186,33.7156,3.418,"2016"
"7573",140,8.946,33.8129,3.088,"2016"
"7574",150,8.906,33.8836,2.819,"2016"
"7575",170,8.573,33.9432,2.709,"2016"
"7576",200,8.357,33.9916,2.422,"2016"
"7577",230,7.953,34.0561,1.825,"2016"
"7578",250,7.557,34.0465,1.764,"2016"
"7579",270,7.279,34.0525,1.673,"2016"
"7580",300,7.579,34.1821,0.985,"2016"
"7581",320,7.021,34.1172,1.096,"2016"
"7582",380,6.326,34.1454,0.74,"2016"
"7583",400,6.118,34.1599,0.662,"2016"
"7584",440,5.977,34.2254,0.424,"2016"
"7585",500,5.684,34.2647,0.314,"2016"
"7586",516,5.554,34.2632,0.289,"2016"
"7587",0,17.875,33.301,5.486,"2016"
"7588",2,17.875,33.301,5.486,"2016"
"7589",10,17.878,33.3026,5.49,"2016"
"7590",10,17.878,33.3013,NA,"2016"
"7591",20,17.879,33.3019,5.491,"2016"
"7592",30,17.866,33.3378,5.503,"2016"
"7593",40,17.201,33.4173,5.519,"2016"
"7594",50,15.523,33.4073,5.212,"2016"
"7595",60,13.268,33.3093,4.652,"2016"
"7596",70,11.957,33.3554,4.227,"2016"
"7597",75,11.484,33.3936,4.02,"2016"
"7598",85,10.702,33.473,3.682,"2016"
"7599",100,9.981,33.599,3.319,"2016"
"7600",101,9.855,33.5945,3.325,"2016"
"7601",120,9.35,33.7633,2.895,"2016"
"7602",125,9.335,33.772,2.894,"2016"
"7603",140,9.172,33.8533,2.643,"2016"
"7604",150,9.063,33.8944,2.616,"2016"
"7605",170,8.766,33.9541,2.412,"2016"
"7606",200,8.41,34.0188,2.132,"2016"
"7607",201,8.397,34.0191,2.108,"2016"
"7608",230,7.928,34.0442,1.919,"2016"
"7609",250,7.792,34.0653,1.728,"2016"
"7610",270,7.597,34.1067,1.332,"2016"
"7611",300,7.352,34.1396,1.079,"2016"
"7612",320,7.107,34.1353,0.994,"2016"
"7613",380,6.295,34.1302,0.789,"2016"
"7614",400,6.207,34.1379,0.743,"2016"
"7615",441,5.837,34.1624,0.554,"2016"
"7616",500,5.568,34.233,0.364,"2016"
"7617",517,5.489,34.2445,0.319,"2016"
"7618",0,17.467,33.0797,5.586,"2016"
"7619",2,17.467,33.0797,5.586,"2016"
"7620",10,17.462,33.0884,5.576,"2016"
"7621",10,17.427,33.0809,NA,"2016"
"7622",20,17.367,33.1248,5.608,"2016"
"7623",30,17.251,33.1477,5.682,"2016"
"7624",40,16.505,33.2128,5.846,"2016"
"7625",50,16.377,33.3042,5.721,"2016"
"7626",60,15.592,33.2837,5.571,"2016"
"7627",71,14.368,33.145,5.659,"2016"
"7628",75,13.507,33.1256,5.652,"2016"
